age,sex,educ,income91,satjob,life,impjob,hrs1,degree,anomia5,happy
35,Female,11,$7000-7999,A little dissatisfied,Routine,Somewhat important,NA,High school,Agree,NOT TOO HAPPY
36,Female,12,$25000-29999,A little dissatisfied,Dull,Very important,NA,High school,Disagree,NOT TOO HAPPY
68,Female,12,$20000-22499,NA,Exciting,Somewhat important,NA,High school,Agree,VERY HAPPY
47,Female,12,$50000-59999,Very satisfied,NA,Somewhat important,20,High school,NA,NA
49,Male,13,$75000+,Very satisfied,Routine,One of most important,40,High school,Agree,PRETTY HAPPY
52,Male,10,$25000-29999,Mod satisfied,Exciting,One of most important,40,Less than HS,Disagree,PRETTY HAPPY
46,Male,14,$40000-49999,Mod satisfied,NA,Somewhat important,NA,Junior college,NA,PRETTY HAPPY
39,Male,13,$60000-74999,Very satisfied,Exciting,Very important,70,High school,Agree,VERY HAPPY
67,Female,7,$20000-22499,NA,Exciting,Very important,NA,Less than HS,Disagree,VERY HAPPY
27,Female,16,$75000+,Very satisfied,Exciting,Very important,45,Bachelor,Agree,VERY HAPPY
71,Female,14,$25000-29999,NA,Exciting,Not too important,NA,Junior college,NA,PRETTY HAPPY
68,Female,13,REFUSED,NA,Exciting,Somewhat important,NA,High school,Agree,VERY HAPPY
26,Female,11,$15000-17499,A little dissatisfied,Routine,Very important,20,Less than HS,Agree,PRETTY HAPPY
38,Female,12,$25000-29999,Very satisfied,NA,One of most important,40,High school,NA,PRETTY HAPPY
47,Female,13,$12500-14999,NA,NA,One of most important,NA,High school,NA,PRETTY HAPPY
57,Female,12,$40000-49999,NA,Exciting,Very important,NA,High school,Agree,VERY HAPPY
38,Male,18,$60000-74999,Mod satisfied,NA,Very important,45,Graduate,NA,NOT TOO HAPPY
29,Male,14,NA,Mod satisfied,Exciting,Very important,55,High school,Agree,VERY HAPPY
47,Male,19,$17500-19999,Very dissatisfied,NA,One of most important,60,Graduate,NA,NOT TOO HAPPY
38,Female,12,$22500-24999,Very satisfied,Routine,Very important,NA,High school,Disagree,PRETTY HAPPY
40,Female,12,$35000-39999,A little dissatisfied,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
38,Female,13,$15000-17499,A little dissatisfied,Routine,Very important,35,High school,Agree,PRETTY HAPPY
22,Male,15,$15000-17499,Very satisfied,Exciting,Very important,20,High school,Disagree,PRETTY HAPPY
40,Male,12,$40000-49999,Very satisfied,Exciting,Very important,NA,High school,Agree,PRETTY HAPPY
43,Female,12,$30000-34999,Very satisfied,Routine,Very important,60,High school,Agree,PRETTY HAPPY
42,Female,13,$25000-29999,Very satisfied,Exciting,Very important,65,High school,Agree,PRETTY HAPPY
29,Female,12,$7000-7999,Mod satisfied,NA,Somewhat important,NA,High school,NA,PRETTY HAPPY
26,Female,15,$10000-12499,NA,NA,Very important,NA,High school,NA,NOT TOO HAPPY
45,Male,9,$5000-5999,A little dissatisfied,Routine,Somewhat important,NA,Less than HS,Agree,NOT TOO HAPPY
60,Male,12,$25000-29999,Mod satisfied,NA,Very important,50,High school,NA,PRETTY HAPPY
72,Female,8,$12500-14999,NA,Routine,Somewhat important,NA,Less than HS,Disagree,NOT TOO HAPPY
31,Female,12,$8000-9999,Very satisfied,Exciting,One of most important,NA,High school,Agree,PRETTY HAPPY
31,Female,12,$17500-19999,Very dissatisfied,Routine,Somewhat important,NA,High school,Agree,PRETTY HAPPY
47,Male,6,$25000-29999,Very satisfied,NA,One of most important,40,Less than HS,NA,VERY HAPPY
28,Female,11,NA,Mod satisfied,Exciting,Somewhat important,NA,High school,Agree,VERY HAPPY
36,Male,16,$75000+,Mod satisfied,NA,Very important,50,Bachelor,NA,PRETTY HAPPY
45,Male,16,$40000-49999,Very satisfied,Routine,Very important,40,Bachelor,Agree,NOT TOO HAPPY
53,Male,18,$50000-59999,Mod satisfied,Exciting,Very important,50,Graduate,Agree,NOT TOO HAPPY
58,Male,16,$1000-2999,NA,Exciting,Very important,NA,Bachelor,Agree,PRETTY HAPPY
44,Female,12,$22500-24999,Mod satisfied,NA,Somewhat important,40,High school,NA,PRETTY HAPPY
49,Male,16,$75000+,Very satisfied,NA,Somewhat important,40,Bachelor,NA,PRETTY HAPPY
71,Female,14,$25000-29999,NA,Routine,Very important,NA,High school,Agree,VERY HAPPY
57,Female,16,$50000-59999,Very satisfied,Exciting,One of most important,40,Bachelor,Disagree,VERY HAPPY
66,Female,16,$40000-49999,Mod satisfied,Routine,Somewhat important,12,Bachelor,Disagree,VERY HAPPY
39,Female,12,$40000-49999,Very satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
48,Female,12,$25000-29999,Very satisfied,Routine,Very important,48,High school,Disagree,PRETTY HAPPY
38,Female,12,$10000-12499,A little dissatisfied,Routine,Very important,14,High school,Agree,NOT TOO HAPPY
77,Female,12,$30000-34999,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
32,Female,9,$35000-39999,Very satisfied,Routine,One of most important,40,Less than HS,Disagree,PRETTY HAPPY
22,Female,15,REFUSED,NA,Exciting,Very important,NA,High school,Disagree,PRETTY HAPPY
30,Female,14,$25000-29999,Very dissatisfied,NA,One of most important,NA,High school,NA,VERY HAPPY
41,Male,15,$8000-9999,Very satisfied,Routine,Very important,40,High school,Disagree,PRETTY HAPPY
34,Female,14,$22500-24999,Very satisfied,NA,Very important,45,Junior college,NA,PRETTY HAPPY
26,Female,12,$15000-17499,Mod satisfied,Routine,One of most important,NA,High school,Agree,PRETTY HAPPY
39,Female,16,$75000+,Very satisfied,Routine,One of most important,50,Bachelor,Agree,NOT TOO HAPPY
41,Female,19,$75000+,Very satisfied,NA,Very important,55,Graduate,NA,VERY HAPPY
68,Female,12,$60000-74999,NA,Routine,Very important,NA,High school,Disagree,PRETTY HAPPY
41,Female,14,$75000+,Mod satisfied,Routine,Not too important,NA,High school,Disagree,PRETTY HAPPY
56,Female,10,$25000-29999,Mod satisfied,Exciting,One of most important,40,Less than HS,Disagree,VERY HAPPY
85,Female,5,$6000-6999,NA,Routine,Very important,NA,Less than HS,Agree,NOT TOO HAPPY
65,Male,11,$4000-4999,NA,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
35,Female,10,$30000-34999,Mod satisfied,NA,One of most important,37,Less than HS,NA,VERY HAPPY
32,Male,15,$35000-39999,A little dissatisfied,Routine,Somewhat important,57,High school,Agree,PRETTY HAPPY
49,Female,11,$75000+,Mod satisfied,Exciting,Very important,80,High school,Agree,PRETTY HAPPY
28,Male,12,$22500-24999,Mod satisfied,Routine,One of most important,52,High school,Disagree,PRETTY HAPPY
45,Male,19,$75000+,Very satisfied,Routine,Somewhat important,75,Graduate,Agree,VERY HAPPY
28,Male,18,$60000-74999,Very dissatisfied,NA,Very important,40,Graduate,NA,PRETTY HAPPY
61,Female,16,$30000-34999,Mod satisfied,Routine,Very important,12,Bachelor,Disagree,PRETTY HAPPY
35,Male,19,$75000+,A little dissatisfied,NA,Very important,60,Graduate,NA,PRETTY HAPPY
59,Female,12,$30000-34999,Very satisfied,NA,Very important,NA,High school,NA,PRETTY HAPPY
31,Female,12,$22500-24999,Very satisfied,NA,One of most important,55,High school,NA,PRETTY HAPPY
61,Male,12,$17500-19999,NA,Exciting,Very important,NA,High school,Agree,PRETTY HAPPY
44,Female,14,$5000-5999,Mod satisfied,Routine,Very important,NA,High school,Agree,NOT TOO HAPPY
66,Male,5,$7000-7999,NA,NA,NA,NA,Less than HS,Agree,PRETTY HAPPY
24,Female,12,NA,Very satisfied,NA,Very important,NA,High school,NA,VERY HAPPY
41,Female,11,$17500-19999,Very satisfied,Exciting,Not too important,40,High school,Agree,PRETTY HAPPY
36,Male,12,$35000-39999,Mod satisfied,NA,Not too important,40,High school,NA,PRETTY HAPPY
80,Male,13,$25000-29999,NA,Routine,Not too important,NA,High school,Agree,PRETTY HAPPY
40,Female,12,$25000-29999,Mod satisfied,Exciting,Somewhat important,16,High school,Agree,PRETTY HAPPY
31,Female,19,$75000+,Mod satisfied,Exciting,Very important,46,Graduate,Agree,PRETTY HAPPY
43,Female,13,$1000-2999,Mod satisfied,Exciting,Somewhat important,5,High school,Disagree,VERY HAPPY
30,Female,14,$30000-34999,Very satisfied,Routine,One of most important,80,Junior college,Agree,PRETTY HAPPY
29,Male,18,$60000-74999,Very satisfied,Exciting,Very important,43,Junior college,Agree,NOT TOO HAPPY
65,Female,9,$7000-7999,NA,Routine,One of most important,NA,Less than HS,Agree,PRETTY HAPPY
23,Female,12,$25000-29999,Mod satisfied,Routine,Somewhat important,18,High school,Agree,PRETTY HAPPY
28,Female,13,$25000-29999,Very dissatisfied,Routine,Very important,40,High school,Agree,NOT TOO HAPPY
70,Female,13,$12500-14999,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
42,Female,18,$75000+,Very dissatisfied,Routine,One of most important,NA,Graduate,Agree,PRETTY HAPPY
31,Female,16,$25000-29999,Mod satisfied,NA,Very important,35,Bachelor,NA,PRETTY HAPPY
50,Female,16,$20000-22499,Mod satisfied,Routine,Very important,40,Bachelor,Agree,PRETTY HAPPY
50,Male,14,$75000+,Mod satisfied,Dull,Very important,70,Junior college,Agree,NOT TOO HAPPY
29,Female,12,$30000-34999,Mod satisfied,NA,Not too important,58,High school,NA,PRETTY HAPPY
25,Male,17,$12500-14999,Very satisfied,NA,Very important,40,Bachelor,NA,PRETTY HAPPY
39,Female,18,$30000-34999,Mod satisfied,Exciting,Very important,40,Bachelor,Disagree,PRETTY HAPPY
66,Female,12,NA,Very satisfied,Routine,One of most important,NA,High school,Agree,VERY HAPPY
71,Male,20,$40000-49999,NA,Exciting,One of most important,NA,Graduate,Disagree,VERY HAPPY
38,Male,19,$75000+,Very satisfied,Exciting,Very important,65,Bachelor,Disagree,VERY HAPPY
39,Male,17,REFUSED,A little dissatisfied,NA,Very important,40,Graduate,NA,PRETTY HAPPY
37,Female,13,$75000+,Mod satisfied,Exciting,One of most important,40,High school,Disagree,VERY HAPPY
80,Female,15,$3000-3999,NA,NA,Somewhat important,NA,Junior college,NA,PRETTY HAPPY
38,Female,14,$20000-22499,Very satisfied,Exciting,One of most important,40,High school,Agree,VERY HAPPY
65,Male,16,$75000+,Very satisfied,NA,One of most important,60,Bachelor,NA,VERY HAPPY
58,Male,16,$75000+,Very satisfied,NA,Somewhat important,60,Bachelor,NA,VERY HAPPY
51,Female,16,NA,Mod satisfied,NA,Very important,45,Bachelor,NA,PRETTY HAPPY
40,Female,18,NA,Very dissatisfied,NA,Very important,40,Bachelor,NA,VERY HAPPY
35,Female,14,$60000-74999,A little dissatisfied,NA,Very important,NA,Junior college,NA,PRETTY HAPPY
41,Male,16,$50000-59999,Mod satisfied,NA,Somewhat important,NA,Bachelor,NA,VERY HAPPY
30,Male,16,$30000-34999,Very satisfied,Exciting,Very important,37,Bachelor,Disagree,VERY HAPPY
47,Male,20,$75000+,Very satisfied,Exciting,One of most important,70,Graduate,Disagree,PRETTY HAPPY
49,Female,14,$75000+,Very satisfied,Exciting,Very important,80,High school,Agree,VERY HAPPY
36,Female,17,$75000+,Very satisfied,Exciting,Very important,NA,Bachelor,Disagree,VERY HAPPY
43,Female,16,$75000+,Mod satisfied,NA,One of most important,12,Bachelor,NA,PRETTY HAPPY
35,Female,15,$75000+,Very satisfied,Exciting,Somewhat important,35,Junior college,Agree,PRETTY HAPPY
70,Male,20,$75000+,NA,NA,Somewhat important,NA,Graduate,NA,PRETTY HAPPY
37,Female,13,$75000+,Very satisfied,Exciting,Very important,NA,High school,Agree,PRETTY HAPPY
58,Male,14,$75000+,Very satisfied,Exciting,Very important,60,High school,Disagree,VERY HAPPY
23,Female,16,$75000+,Very satisfied,Routine,Very important,50,Bachelor,Disagree,VERY HAPPY
30,Female,16,$75000+,Mod satisfied,Exciting,Not too important,40,Bachelor,Agree,VERY HAPPY
18,Female,11,$75000+,NA,NA,One of most important,NA,Less than HS,NA,PRETTY HAPPY
32,Male,11,$12500-14999,A little dissatisfied,Routine,One of most important,32,Less than HS,Agree,PRETTY HAPPY
41,Female,14,$25000-29999,Very satisfied,Routine,Somewhat important,20,High school,Agree,PRETTY HAPPY
67,Female,11,REFUSED,NA,Routine,Not at all important,NA,High school,NA,PRETTY HAPPY
61,Female,12,$40000-49999,Mod satisfied,Routine,Very important,30,High school,NA,PRETTY HAPPY
75,Female,12,$12500-14999,NA,Routine,Somewhat important,NA,High school,NA,NOT TOO HAPPY
41,Male,12,$22500-24999,Very satisfied,NA,One of most important,44,High school,NA,VERY HAPPY
27,Female,16,$50000-59999,Mod satisfied,Exciting,One of most important,32,Bachelor,Disagree,PRETTY HAPPY
63,Male,19,$40000-49999,NA,NA,Very important,NA,Graduate,NA,VERY HAPPY
38,Female,13,$40000-49999,A little dissatisfied,NA,Very important,21,High school,NA,PRETTY HAPPY
56,Male,10,$25000-29999,Mod satisfied,Routine,Somewhat important,47,High school,NA,PRETTY HAPPY
25,Female,16,$35000-39999,Mod satisfied,Exciting,Very important,55,Bachelor,Agree,VERY HAPPY
28,Female,13,$60000-74999,Mod satisfied,NA,Very important,55,High school,NA,VERY HAPPY
82,Female,8,$12500-14999,NA,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
31,Male,12,$10000-12499,Mod satisfied,Routine,Somewhat important,60,High school,Agree,NOT TOO HAPPY
31,Male,13,$40000-49999,Mod satisfied,Routine,One of most important,66,High school,Agree,PRETTY HAPPY
26,Male,13,$12500-14999,Mod satisfied,Routine,Very important,40,High school,Disagree,NOT TOO HAPPY
31,Male,14,$22500-24999,Very satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
42,Male,14,$50000-59999,Very satisfied,NA,Very important,25,High school,NA,PRETTY HAPPY
23,Female,16,$35000-39999,Mod satisfied,Exciting,One of most important,15,High school,Disagree,PRETTY HAPPY
23,Male,15,$10000-12499,Very satisfied,NA,One of most important,15,High school,NA,VERY HAPPY
24,Female,14,$30000-34999,Very satisfied,NA,Very important,45,High school,NA,PRETTY HAPPY
38,Male,16,$30000-34999,Very dissatisfied,Exciting,Very important,40,Bachelor,Agree,PRETTY HAPPY
45,Male,13,$40000-49999,Very satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
30,Male,11,$40000-49999,A little dissatisfied,Routine,Very important,35,High school,Agree,PRETTY HAPPY
38,Female,15,$30000-34999,Mod satisfied,Routine,Very important,40,Junior college,Agree,PRETTY HAPPY
74,Male,14,REFUSED,NA,Exciting,Very important,NA,High school,Disagree,VERY HAPPY
26,Female,9,$12500-14999,Very satisfied,NA,Very important,NA,Less than HS,NA,NOT TOO HAPPY
52,Male,12,$40000-49999,Mod satisfied,Routine,One of most important,50,High school,Agree,PRETTY HAPPY
44,Female,12,$35000-39999,Mod satisfied,NA,Very important,32,High school,NA,VERY HAPPY
37,Female,11,$7000-7999,A little dissatisfied,Exciting,One of most important,NA,Less than HS,Agree,PRETTY HAPPY
25,Male,14,$50000-59999,Mod satisfied,NA,Somewhat important,40,High school,NA,VERY HAPPY
26,Female,12,NA,Very satisfied,NA,Not too important,NA,High school,NA,PRETTY HAPPY
39,Female,16,$25000-29999,Mod satisfied,Routine,Very important,40,Bachelor,Disagree,PRETTY HAPPY
33,Female,14,$30000-34999,Mod satisfied,NA,Very important,54,High school,NA,PRETTY HAPPY
56,Male,19,$75000+,Mod satisfied,Exciting,Very important,50,Graduate,Agree,PRETTY HAPPY
46,Female,18,$75000+,Mod satisfied,Exciting,Somewhat important,50,Graduate,Agree,PRETTY HAPPY
45,Female,16,$75000+,Very satisfied,Exciting,Very important,50,Graduate,Agree,VERY HAPPY
84,Female,13,NA,Mod satisfied,Routine,Very important,NA,High school,NA,PRETTY HAPPY
47,Male,15,$40000-49999,Very dissatisfied,Routine,Very important,44,High school,Agree,PRETTY HAPPY
25,Female,16,$75000+,Very satisfied,Routine,Very important,40,Bachelor,Agree,VERY HAPPY
23,Female,14,$12500-14999,Mod satisfied,NA,One of most important,40,Graduate,NA,PRETTY HAPPY
69,Female,12,$20000-22499,Mod satisfied,NA,Very important,NA,High school,NA,NOT TOO HAPPY
45,Male,12,$60000-74999,Mod satisfied,Routine,Very important,50,High school,Agree,PRETTY HAPPY
72,Female,11,$17500-19999,NA,Exciting,Somewhat important,NA,Less than HS,Agree,NOT TOO HAPPY
23,Female,16,$30000-34999,Very satisfied,NA,Very important,40,Bachelor,NA,VERY HAPPY
57,Female,14,$25000-29999,Very satisfied,Exciting,One of most important,50,High school,Disagree,VERY HAPPY
45,Female,16,$50000-59999,Very satisfied,NA,Very important,32,Bachelor,NA,VERY HAPPY
38,Female,12,$10000-12499,Mod satisfied,Exciting,Very important,55,High school,Agree,PRETTY HAPPY
57,Female,12,$35000-39999,Very satisfied,Exciting,Very important,8,High school,Disagree,PRETTY HAPPY
30,Male,14,$5000-5999,Mod satisfied,NA,Somewhat important,25,High school,NA,VERY HAPPY
25,Female,12,$20000-22499,Mod satisfied,Exciting,Very important,50,High school,Agree,PRETTY HAPPY
26,Male,18,$10000-12499,NA,Exciting,One of most important,NA,Bachelor,Agree,PRETTY HAPPY
42,Female,17,$10000-12499,Mod satisfied,NA,Somewhat important,NA,Bachelor,NA,PRETTY HAPPY
35,Male,14,$25000-29999,Very satisfied,NA,Very important,50,High school,NA,VERY HAPPY
30,Female,12,$40000-49999,Mod satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
37,Female,14,$75000+,Mod satisfied,Routine,Somewhat important,40,High school,Disagree,PRETTY HAPPY
54,Male,16,$6000-6999,Very satisfied,NA,Very important,NA,Graduate,NA,PRETTY HAPPY
40,Female,12,$60000-74999,A little dissatisfied,Routine,Somewhat important,45,High school,Agree,VERY HAPPY
38,Female,13,$75000+,Very satisfied,NA,Somewhat important,55,High school,NA,PRETTY HAPPY
68,Male,12,$40000-49999,Very satisfied,Routine,Very important,40,High school,Agree,VERY HAPPY
72,Female,12,$22500-24999,Very satisfied,Routine,Very important,35,High school,Agree,PRETTY HAPPY
35,Male,16,$50000-59999,A little dissatisfied,NA,Very important,55,Bachelor,NA,PRETTY HAPPY
25,Male,12,$22500-24999,Very satisfied,Exciting,One of most important,40,High school,Agree,PRETTY HAPPY
25,Female,11,NA,Mod satisfied,NA,Very important,50,High school,NA,PRETTY HAPPY
20,Male,15,$35000-39999,Very dissatisfied,Routine,Very important,20,High school,Disagree,PRETTY HAPPY
55,Female,12,$17500-19999,A little dissatisfied,Exciting,Very important,40,High school,Agree,PRETTY HAPPY
29,Female,12,$30000-34999,A little dissatisfied,Exciting,Somewhat important,42,High school,Agree,PRETTY HAPPY
44,Male,9,$40000-49999,Mod satisfied,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
71,Female,9,$17500-19999,NA,Exciting,Very important,NA,Less than HS,Disagree,VERY HAPPY
21,Female,11,$17500-19999,A little dissatisfied,Dull,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
34,Female,16,$60000-74999,Mod satisfied,NA,Very important,24,Bachelor,NA,PRETTY HAPPY
59,Female,12,$10000-12499,NA,Routine,Not at all important,NA,High school,Agree,PRETTY HAPPY
60,Male,11,$22500-24999,NA,Routine,One of most important,NA,Less than HS,Agree,PRETTY HAPPY
20,Female,12,$7000-7999,Mod satisfied,NA,One of most important,34,High school,NA,PRETTY HAPPY
43,Male,12,$30000-34999,Mod satisfied,Routine,One of most important,38,High school,NA,PRETTY HAPPY
30,Female,10,NA,NA,Exciting,Very important,NA,Less than HS,Agree,VERY HAPPY
35,Male,13,$17500-19999,Mod satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
45,Female,10,$12500-14999,Very dissatisfied,Routine,Somewhat important,NA,High school,Agree,NOT TOO HAPPY
36,Female,14,$40000-49999,A little dissatisfied,NA,Somewhat important,43,High school,NA,PRETTY HAPPY
29,Male,16,$35000-39999,A little dissatisfied,NA,Very important,55,Bachelor,NA,PRETTY HAPPY
23,Female,16,$12500-14999,Very satisfied,Exciting,Very important,30,Junior college,NA,PRETTY HAPPY
21,Female,12,$22500-24999,Very dissatisfied,NA,Somewhat important,NA,High school,NA,PRETTY HAPPY
28,Female,16,$60000-74999,Mod satisfied,NA,Very important,8,Junior college,NA,VERY HAPPY
51,Female,8,$40000-49999,A little dissatisfied,NA,Not too important,NA,Less than HS,NA,PRETTY HAPPY
70,Female,12,$20000-22499,NA,NA,Very important,NA,High school,NA,NOT TOO HAPPY
39,Female,12,NA,Mod satisfied,Routine,Somewhat important,10,Less than HS,Disagree,VERY HAPPY
83,Female,12,REFUSED,NA,Dull,NA,NA,High school,Agree,PRETTY HAPPY
31,Female,12,NA,Mod satisfied,NA,Somewhat important,23,High school,NA,VERY HAPPY
24,Female,11,$3000-3999,Mod satisfied,NA,Very important,38,Less than HS,NA,PRETTY HAPPY
29,Female,11,NA,A little dissatisfied,Exciting,Very important,NA,Less than HS,Agree,PRETTY HAPPY
51,Female,14,$40000-49999,Very satisfied,NA,Somewhat important,NA,High school,NA,PRETTY HAPPY
53,Female,15,$50000-59999,Very satisfied,Exciting,Very important,40,High school,Agree,PRETTY HAPPY
77,Female,16,$30000-34999,NA,Exciting,Not too important,NA,Bachelor,NA,PRETTY HAPPY
37,Female,12,$25000-29999,Very satisfied,Exciting,Very important,50,High school,Disagree,VERY HAPPY
77,Female,12,$17500-19999,NA,NA,Not too important,NA,High school,NA,PRETTY HAPPY
46,Female,12,$60000-74999,Very satisfied,Exciting,Very important,48,High school,Agree,PRETTY HAPPY
27,Male,9,$30000-34999,Mod satisfied,NA,Very important,NA,Less than HS,NA,PRETTY HAPPY
39,Male,12,$35000-39999,Very satisfied,Exciting,One of most important,40,High school,Agree,PRETTY HAPPY
60,Male,12,$12500-14999,A little dissatisfied,Exciting,Very important,56,High school,Disagree,PRETTY HAPPY
28,Male,12,$40000-49999,Very satisfied,Exciting,Very important,56,High school,Disagree,VERY HAPPY
69,Male,8,$22500-24999,NA,Exciting,Very important,NA,Less than HS,Disagree,VERY HAPPY
20,Female,14,$10000-12499,Very satisfied,NA,Somewhat important,20,High school,NA,VERY HAPPY
71,Female,10,$30000-34999,NA,Routine,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
58,Male,12,$35000-39999,Very satisfied,Exciting,One of most important,45,High school,Agree,PRETTY HAPPY
51,Male,12,$50000-59999,Mod satisfied,NA,Very important,52,High school,NA,PRETTY HAPPY
50,Female,16,$75000+,Very satisfied,NA,One of most important,40,Bachelor,NA,NOT TOO HAPPY
32,Male,12,$20000-22499,Mod satisfied,Routine,One of most important,NA,High school,Disagree,PRETTY HAPPY
26,Female,12,$20000-22499,Mod satisfied,NA,Somewhat important,NA,High school,NA,PRETTY HAPPY
48,Female,12,$20000-22499,Very satisfied,NA,Very important,30,High school,NA,PRETTY HAPPY
58,Male,8,$1000-2999,Mod satisfied,NA,Very important,41,Less than HS,NA,PRETTY HAPPY
85,Female,9,$10000-12499,NA,Routine,Very important,NA,Less than HS,Agree,NOT TOO HAPPY
34,Female,12,$25000-29999,Very satisfied,Routine,One of most important,40,High school,Agree,PRETTY HAPPY
33,Male,12,$60000-74999,A little dissatisfied,Routine,Somewhat important,46,High school,Agree,PRETTY HAPPY
44,Male,12,$35000-39999,NA,Exciting,Somewhat important,NA,High school,Agree,PRETTY HAPPY
42,Male,12,$50000-59999,Mod satisfied,Exciting,Not at all important,40,High school,Agree,PRETTY HAPPY
45,Male,15,$25000-29999,Very satisfied,Exciting,Very important,65,High school,Disagree,VERY HAPPY
32,Female,12,$50000-59999,Mod satisfied,Routine,Very important,48,High school,Disagree,PRETTY HAPPY
33,Female,12,$60000-74999,Very satisfied,NA,Very important,24,High school,NA,PRETTY HAPPY
78,Male,8,$25000-29999,NA,Routine,Somewhat important,NA,Less than HS,Agree,NOT TOO HAPPY
29,Male,12,$75000+,Mod satisfied,Exciting,One of most important,80,High school,Agree,PRETTY HAPPY
28,Female,13,NA,Very satisfied,Routine,Somewhat important,NA,High school,Disagree,PRETTY HAPPY
23,Male,12,$12500-14999,Very satisfied,Exciting,Very important,51,High school,Agree,NOT TOO HAPPY
25,Female,13,$40000-49999,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
42,Male,12,$35000-39999,Very satisfied,Exciting,Very important,42,High school,Agree,VERY HAPPY
24,Male,9,LT $1000,A little dissatisfied,Routine,Very important,NA,Less than HS,Agree,NOT TOO HAPPY
36,Female,11,$12500-14999,Very satisfied,Routine,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
28,Male,12,$15000-17499,Very satisfied,Exciting,Very important,40,High school,Agree,PRETTY HAPPY
21,Female,12,$4000-4999,NA,Dull,One of most important,NA,High school,Agree,PRETTY HAPPY
61,Male,4,$4000-4999,A little dissatisfied,NA,Very important,NA,Less than HS,NA,NOT TOO HAPPY
23,Male,12,$5000-5999,A little dissatisfied,NA,One of most important,NA,High school,NA,PRETTY HAPPY
40,Female,17,$50000-59999,Mod satisfied,Routine,Very important,14,Bachelor,Agree,VERY HAPPY
31,Female,12,$3000-3999,Mod satisfied,Dull,Very important,NA,High school,Agree,NOT TOO HAPPY
35,Male,12,$17500-19999,Mod satisfied,NA,One of most important,40,High school,NA,NOT TOO HAPPY
69,Female,11,$15000-17499,NA,NA,Not at all important,NA,High school,NA,PRETTY HAPPY
68,Female,9,$3000-3999,NA,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
79,Female,12,$8000-9999,Very satisfied,Exciting,NA,NA,High school,Agree,VERY HAPPY
73,Male,12,$8000-9999,NA,Exciting,Very important,NA,High school,Agree,NOT TOO HAPPY
45,Female,14,$50000-59999,Very satisfied,NA,One of most important,50,Junior college,NA,PRETTY HAPPY
54,Female,16,NA,Mod satisfied,NA,NA,70,Bachelor,NA,PRETTY HAPPY
58,Male,16,$75000+,Very satisfied,Routine,Very important,50,Bachelor,Disagree,VERY HAPPY
58,Male,16,$75000+,Very satisfied,Exciting,Very important,70,Graduate,Disagree,VERY HAPPY
67,Female,16,$75000+,Very satisfied,Exciting,Very important,46,Bachelor,Disagree,PRETTY HAPPY
64,Female,15,$20000-22499,NA,Exciting,One of most important,NA,High school,Disagree,PRETTY HAPPY
74,Female,12,$22500-24999,NA,Dull,Very important,NA,High school,Agree,NOT TOO HAPPY
44,Female,12,$17500-19999,Mod satisfied,NA,Somewhat important,40,High school,NA,VERY HAPPY
30,Male,14,$35000-39999,Very satisfied,NA,One of most important,45,High school,NA,PRETTY HAPPY
34,Female,16,$25000-29999,Very dissatisfied,Routine,Very important,35,Bachelor,Agree,PRETTY HAPPY
79,Female,12,$22500-24999,NA,NA,Very important,NA,High school,NA,NOT TOO HAPPY
45,Male,13,$35000-39999,A little dissatisfied,Dull,Very important,48,High school,Agree,PRETTY HAPPY
78,Female,12,$15000-17499,NA,NA,One of most important,NA,High school,NA,VERY HAPPY
47,Male,12,$40000-49999,A little dissatisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
50,Female,12,$30000-34999,Very satisfied,Routine,Somewhat important,25,High school,Disagree,PRETTY HAPPY
38,Female,11,$30000-34999,A little dissatisfied,NA,Very important,NA,High school,NA,PRETTY HAPPY
31,Female,12,$60000-74999,Very satisfied,Exciting,Somewhat important,40,High school,Disagree,PRETTY HAPPY
55,Female,12,$50000-59999,Very satisfied,NA,Very important,NA,High school,NA,VERY HAPPY
25,Male,16,$40000-49999,Mod satisfied,NA,Very important,40,Bachelor,NA,VERY HAPPY
40,Male,12,$25000-29999,Very satisfied,Exciting,Very important,40,High school,Disagree,PRETTY HAPPY
49,Female,12,$25000-29999,Mod satisfied,Exciting,Very important,40,High school,Agree,PRETTY HAPPY
64,Male,8,$3000-3999,NA,Exciting,Not at all important,NA,Less than HS,Disagree,VERY HAPPY
42,Male,13,$60000-74999,A little dissatisfied,NA,Not too important,50,High school,NA,VERY HAPPY
